Iteration,Baseline,MethodA,MethodB
247,44.55,413.530259278595,88.0829462068769
248,41.57,455.953203076486,87.618067460147
249,43.78,416.118903310229,95.3234708844205
250,49.04,401.154646597159,97.0946312756666
251,43.02,480,91.0946312756666
252,47.28,405.828469156825,91.3142538629134
253,45.5,429.970889818772,112.379355443202
254,48.91,384.304286586459,106.379355443202
255,41.58,420.817954349437,100.379355443202
256,46.25,480,100.566864822834
257,48.79,425.005591014371,94.5668648228345
258,46.12,457.469491155222,95.7414474421376
259,47.6,386.307767742604,97.5992385265829
260,46.84,480,91.5992385265829
261,49.14,465.658356853563,96.6075905534597
262,47.07,470.692395829023,96.8691929844939
263,47.98,340.825165178145,91.4964810582508
264,47.61,471.038137143587,101.552995505334
265,41.7,444.67978211496,97.6552841998106
266,42.17,415.598656724786,106.363975175768
267,47.06,466.571069149728,100.363975175768
268,44.82,417.968043513073,94.3639751757679
269,50.57,467.373395799182,100.908603439052
270,53.16,405.517738556285,94.908603439052
271,44.05,439.978075812178,100.174168959158
272,49.51,437.932921603352,103.362585125094
273,43.75,405.661528286762,97.362585125094
274,45.94,428.053510806559,99.0620548121705
275,49.91,386.696709735797,99.0866326697221
276,46.83,449.122959982942,94.4816827172394
277,49.63,404.462630741264,106.998333837453
278,50.21,433.019729897471,103.297616651677
279,53.47,409.160279167232,102.242650020521
280,51.77,413.178659386015,102.166136206261
281,41.97,447.971844116372,99.458941541709
282,48.01,416.766818341614,104.863520499415
283,55.24,480,102.890480344367
284,46.44,477.056668007401,107.534731019462
285,52.11,453.050262553155,106.953922400341
286,48.14,433.390652843388,100.953922400341
287,49.74,480,104.128085577869
288,49.55,411.86178780849,98.9616381630768
289,45.6,393.141515536624,100.490860661784
290,47.87,393.642536637786,98.9971793108456
291,60.92,460.476220254197,108.105657983762
292,55.42,405.913212807606,106.605306897834
293,48.02,428.371646201537,108.344195704927
294,47.37,480,108.654351077368
295,45.36,457.140413275021,104.906615974556
296,51.52,434.439800779068,112.799337960194
297,52.39,413.329647794762,106.799337960194
298,53.49,464.061841401269,102.399804135471
299,53.19,453.593289220085,98.5384340719633
300,50.74,400.247240939241,109.668675471044
301,55.94,433.242223904835,112.451112213096
302,50.1,456.567150751377,106.451112213096
303,52.24,466.04496776433,100.451112213096
304,46.4,465.075181955183,109.347951263131
305,52.01,480,103.347951263131
306,50.98,444.563105914126,110.738161211216
307,49.38,438.114607584244,119.599353970131
308,49.54,433.63372032503,113.599353970131
309,56.24,424.485016435206,107.599353970131
310,46.09,450.328221333855,111.207072712369
311,56.42,468.621261786803,114.98902153301
312,54.08,454.01014407954,108.98902153301
313,48.65,452.703395570027,117.150368407007
314,49.57,435.07462077995,111.150368407007
315,53.53,461.072387305123,108.663271533685
316,51.29,461.010785342409,112.782271965946
317,55.44,465.110464381488,112.606450191133
318,44.49,480,106.606450191133
319,45.7,412.694117520941,116.53357325926
320,58.19,465.313397178634,111.550223986706
321,52.76,434.171911639421,108.68453927411
322,54.41,437.973878375611,102.68453927411
323,51.12,453.684722271595,120.059576838919
324,49.18,461.199774539922,114.059576838919
325,53.82,474.696960467822,108.059576838919
326,59.56,458.973397795819,108.075209662754
327,47.63,480,121.251346427875
328,56.87,441.391035405154,115.251346427875
329,57.88,459.058305484903,114.258010641733
330,56.24,383.401795629215,108.440295295088
331,59.26,439.990643016757,116.37351148868
332,52.44,474.155619417587,114.538891328686
333,51.34,389.309605370434,125.65853897896
334,51.16,431.722324036548,121.629904504062
335,54.42,419.082659786152,115.629904504062
336,55.02,480,115.388164265265
337,51.85,440.450127489983,109.388164265265
338,52.46,445.032097445102,114.184251563174
339,58.99,427.346649502821,110.705406249033
340,51.6,465.629027793674,112.096646195257
341,52.12,444.294771473614,112.164860924051
342,47.27,434.468945149425,118.780088994146
343,59.57,449.527648075506,112.780088994146
344,56.01,388.497544430561,122.029479017483
345,48,448.171149907093,116.029479017483
346,59.12,395.211481755288,110.073798205991
347,54.34,443.432722275614,120.383001607374
348,52.07,451.284265070587,114.383001607374
349,56.56,474.105415861929,115.420421440242
350,57.92,440.874671466816,120.818649600209
351,62.59,469.285687947036,115.526838145296
352,63.16,431.082278714318,111.727439170831
353,56.66,480,115.31538737149
354,59.29,466.599871558466,134.756760835821
355,61.4,435.491955018624,128.756760835821
356,70.84,473.515834692269,122.756760835821
357,55.97,427.355703677593,119.508693423439
358,56.12,437.851448278742,113.508693423439
359,52.07,465.235875797467,116.59889262084
360,59.59,480,124.074834372913
361,61.81,457.164341519879,118.074834372913
362,65.77,480,116.047757382006
363,58.53,480,112.238196258023
364,59.73,397.945225068803,117.683257080554
365,63.82,442.502445773362,121.953422413349
366,68.75,444.993487647354,120.94659126002
367,60.87,449.946295845329,117.492963595899
368,64.47,456.215957226017,129.859634836576
369,54.55,480,123.859634836576
370,55.36,474.502693163122,119.230498953812
371,66.17,480,124.140841090002
372,67.39,439.814289799005,125.711521869179
373,62.1,480,120.850101186682
374,56.43,480,119.104967413432
375,67.12,480,121.399085774551
376,69.88,418.655391403295,117.548741134299
377,60.51,440.729410482424,117.117445651778
378,70.31,456.264730483997,122.477433140141
379,67.27,480,118.170549218476
380,57.17,480,119.179969135974
381,59,417.424830369273,127.105709401292
382,60.71,443.288283045241,128.669993754956
383,61.8,471.07377685947,126.104493921229
384,72.07,472.244207910564,120.104493921229
385,60.82,448.580406714958,114.104493921229
386,66.04,458.768574315944,128.210042570548
387,70.59,480,122.210042570548
388,63.46,442.402279070825,116.210042570548
389,69.4,430.092709381697,127.025206636541
390,73,465.359586889529,126.590822069788
391,60.69,480,128.620304175093
392,65.27,480,122.620304175093
393,75.81,480,116.620304175093
394,69.28,454.609205788724,133.728603025971
395,77.35,468.799970386221,127.728603025971
396,69.65,437.383456057568,129.861609875685
397,71.29,477.234489802744,131.620614616476
398,79.04,480,129.446585841139
399,72.25,472.152064098951,123.877798355886
400,84.54,476.529452010373,124.635048507405
401,76.05,479.843338102136,128.111759267051
402,81.1,454.564353337651,132.382569502155
403,81.37,466.782355433191,126.382569502155
404,69.3,479.842167438023,121.295218174296
405,71.41,431.769705792696,134.19345530545
406,81.27,480,136.680495376609
407,68.02,461.495573255167,130.680495376609
408,75.89,446.179407091415,131.207322951508
409,73.74,470.114743307031,132.747413028773
410,74.35,462.466821462275,131.03487876111
411,84.97,464.859016519707,128.032888022164
412,80.16,470.027732666589,122.39636187171
413,76.23,441.263003470383,133.097070230195
414,82.97,462.230517898761,127.097070230195
415,76.45,480,129.193943253851
416,81.86,470.782691399938,136.761523942652
417,86.5,466.548537270402,130.761523942652
418,91.1,476.095059767044,138.606793698945
419,81.23,455.219115287894,132.606793698945
420,87.3,480,133.99905425027
421,85.26,468.683689218141,142.649177164506
422,89.32,480,136.649177164506
423,84.45,457.635277334043,130.649177164506
424,86.34,437.924664961883,131.720128287815
425,79.01,475.802624133797,125.720128287815
426,77.99,480,135.249090556845
427,88.62,480,144.164065071049
428,85.3,471.013995075973,138.164065071049
429,102.3,480,132.164065071049
430,98.83,480,132.722020110872
431,83.87,462.374144956646,138.005073013094
432,99.43,478.324363408708,132.005073013094
433,97.83,480,137.634438778583
434,85.2,457.930360050123,131.634438778583
435,92.09,468.891624901464,137.580374474235
436,87.37,480,131.580374474235
437,101.5,479.64595129262,127.411738660462
438,90.4,464.65419811965,138.246537020823
439,97.87,474.407398006079,143.162668848966
440,103.6,480,137.162668848966
441,87.43,480,134.812482300788
442,95,480,134.524592556486
443,83.57,459.975920914,128.837710944433
444,86.74,452.231327945316,130.068401271209
445,115.69,463.046367016876,136.333472712534
446,98.64,480,140.12095742699
447,99.23,477.906823743724,139.623253140142
448,103.08,480,141.183096393342
449,103.96,440.227794036299,135.183096393342
450,92.63,474.139727166199,144.827575522427
451,96.91,461.382684978844,148.164977455669
452,115.97,480,143.353562617392
453,113.68,466.721010666194,144.57075445435
454,132.49,454.582129299908,144.880105727619
455,108.55,448.619730290022,140.176841087279
456,101.46,480,134.355016952821
457,113,480,141.64032118894
458,118.39,480,142.867408132583
459,123.36,460.584157412384,149.330653942431
460,137.01,476.561989896241,143.330653942431
461,137,433.287237996801,137.330653942431
462,116.76,480,138.263153099578
463,114.45,480,145.756427504569
464,123.9,480,143.034054845251
465,134.27,436.887696802242,141.62452595597
466,135.71,460.228788581595,135.62452595597
467,112.33,466.12202800134,137.357613719092
468,127.81,472.804291504036,152.801928081247
469,109.91,466.469106788364,146.801928081247
470,120.54,480,149.364743499118
471,130.05,471.499020823923,143.364743499118
472,136.42,479.690279735697,146.179237305468
473,113.72,480,140.179237305468
474,127.33,468.626767487784,148.400124996122
475,135.31,480,142.400124996122
476,123.7,479.971903077952,142.121227615571
477,124.64,480,144.983295553052
478,122.33,480,154.680530601752
479,127.21,480,148.680530601752
480,139.06,480,150.015682345351
481,136.62,450.014517266023,144.015682345351
482,118.26,480,143.241205503974
483,128.68,480,138.836080012613
484,128.37,480,140.721614143618
485,131.98,474.5019916014,145.024773031876
486,127.38,480,139.024773031876
487,118.83,465.797152417807,145.317581856311
488,132.55,477.008841593339,150.787667559321
489,152.75,480,144.787667559321
490,144.25,480,152.123214308644
491,151.4,480,146.123214308644
492,132.45,473.039048974886,148.908748817473
493,108.54,480,142.908748817473
494,141.41,480,143.480853765347
495,147.1,480,140.520657256356
496,145.87,467.206480764606,136.159845092793
497,147.68,472.946596170951,136.884320738048
498,150.85,480,151.482984128155
499,129.2,480,156.671398386852
500,160.87,480,156.30000588721
501,116.22,480,151.28176729399
502,147.99,480,145.28176729399
503,124.04,458.105736117995,147.597439799882
504,150.45,480,142.627673053634
505,118.5,480,144.503232920655
506,115.02,480,149.311463534892
507,142.42,480,149.681516009131
508,124.21,480,145.934243552767
509,161.52,480,148.379946940288
510,159.49,480,159.221517060013
511,118.17,480,157.724854359208
512,160.75,480,151.724854359208
513,118.98,480,161.211280447614
514,135.15,480,162.072248034939
515,139.83,453.954074839048,156.072248034939
516,126.49,480,150.072248034939
517,168.97,480,151.171815531694
518,142.86,480,156.92484318868
519,105.67,480,157.001845256105
520,171.53,480,151.001845256105
521,161.03,480,150.958437334351
522,129.44,480,153.469830925764
523,156.45,480,152.265133860691
524,148.29,477.784519064402,146.612802623356
525,142.77,480,161.825760032583
526,165.95,480,157.961977331363
527,141.11,480,158.123706004228
528,123.79,480,159.495327798935
529,156.49,480,157.48757117203
530,149.91,480,153.243295351428
531,121.96,453.083841028673,155.271228077555
532,130.95,480,149.271228077555
533,149.08,480,156.962618367887
534,162.7,476.775737933512,150.962618367887
535,139.19,480,157.559896335382
536,136.1,480,151.559896335382
537,135.09,480,148.315275297202
538,143.57,477.617537933797,146.927972246959
539,142.07,480,161.126154870127
540,146.27,480,155.568515444884
541,138.07,480,149.568515444884
542,133.39,480,149.359427853831
543,161.37,480,147.858029743253
544,159.17,480,148.108286543021
545,142.06,480,167.650392469758
546,129.83,480,161.650392469758
547,151.97,480,155.650392469758
548,156.09,480,149.650392469758
549,166.77,480,154.281742777574
550,123.71,480,157.412721248779
551,171.5,480,158.92263183417
552,143.69,465.604026060674,154.702313503974
553,157.33,469.969060483236,151.93999973703
554,161.23,480,156.416414790025
555,161.48,473.818541276442,154.082392385177
556,121.18,480,151.440397919563
557,133.44,479.393691417848,167.635413314304
558,152.25,480,163.250421375641
559,142.17,480,159.747626541182
560,155.41,480,156.918042889463
561,144.22,480,157.110944067937
562,151.73,480,160.25028050546
563,125.44,477.150866754598,162.781840803007
564,151.08,480,164.625591497134
565,149.53,480,158.625591497134
566,154.9,480,160.046506735396
567,148.63,480,158.513400617039
568,138.97,462.731036757535,167.842785436171
569,164.17,480,161.842785436171
570,165.53,480,161.831067606209
571,126.05,480,155.831067606209
572,141.55,479.097129554417,163.045347611458
573,164.12,480,157.045347611458
574,149.12,480,158.658001737728
575,137.55,480,152.658001737728
576,161.39,480,165.413781553274
577,154.99,480,159.413781553274
578,148.69,480,159.485285272669
579,164.54,480,171.217975615622
580,134.81,480,165.217975615622
581,168.68,480,162.95304962514
582,145.04,480,160.835409413841
583,166.1,480,154.835409413841
584,132.17,480,171.42576305649
585,135.09,480,165.42576305649
586,158.95,480,163.13352897778
587,166.05,480,165.512555863419
588,136.86,480,165.51458928209
589,151.87,480,168.48370961236
590,156.38,472.659043154378,162.48370961236
591,156.63,468.168252213985,156.48370961236
592,157.27,480,169.724100303949
593,127.94,472.631898541803,165.642990359685
594,120.41,480,170.919672738425
595,163.64,459.986237594679,174.356355278835
596,179.47,480,169.455222447739
597,164,480,165.311318587802
598,153.87,480,163.298584602808
599,147.92,480,171.390609940073
600,154.53,480,165.390609940073
601,149.29,480,159.390609940073
602,140.35,480,172.17103785352
603,166.87,480,173.411614739592
604,147.31,480,167.411614739592
605,157.19,456.977851828725,161.411614739592
606,143.46,480,164.565938527069
607,162.98,480,168.534552262249
608,167.78,480,172.904479786623
609,123.36,480,166.904479786623
610,139.56,480,164.823215985406
611,168.04,480,174.645324976612
612,146.11,480,168.645324976612
613,152.79,480,169.194179455267
614,161.46,480,181.332045213196
615,160.57,480,175.332045213196
616,160.21,480,174.428043262703
617,132.08,480,168.428043262703
618,136.99,480,166.689725783986
619,158,480,181.767714221738
620,134.19,480,175.767714221738
621,143.59,480,169.767714221738
622,143.48,480,167.474797442738
623,137.39,480,166.309274925907
624,147.95,475.391866308323,167.378969606656
625,151.9,480,161.378969606656
626,175.84,480,168.293889421574
627,140.68,469.56474828721,169.963157528547
628,179.34,480,172.209395688108
629,168.92,480,173.266150401887
630,154.13,480,177.678896780325
631,135.62,480,171.678896780325
632,148.9,480,165.678896780325
633,185.93,480,175.953164159705
634,147.8,480,171.431323809899
635,166.3,479.312428415552,165.431323809899
636,162.86,480,174.751281182381
637,138.15,480,174.70479013694
638,149.78,480,172.682448153935
639,147.06,480,166.682448153935
640,181.15,459.143712718855,177.194233746294
641,161.89,480,174.466173501134
642,184.26,480,178.330801145771
643,149.9,480,177.027640814805
644,147.41,480,180.123507378541
645,124.03,461.387698497911,174.123507378541
646,166.67,480,172.030397552437
647,132.54,480,175.905443662403
648,166.07,480,176.786349896201
649,171.62,480,178.034300016037
650,127.91,474.846168753415,172.034300016037
651,172.85,480,169.800028365722
652,170.17,480,180.966409293584
653,161.08,480,177.513049140155
654,179.49,463.244070383215,180.422839118585
655,161.21,480,180.459408439258
656,167.24,479.311843779747,176.923437967584
657,163.56,480,179.299202964984
658,159.38,480,186.441287777796
659,172.01,480,180.441287777796
660,164.22,480,179.171762463591
661,152.84,480,173.171762463591
662,147.18,480,175.791883490768
663,180.9,480,181.438926566122
664,190.16,480,175.438926566122
665,177.31,480,170.649006681549
666,155.98,480,174.697770122348
667,173.21,480,171.698154704509
668,125.66,480,169.13735452107
669,155.47,480,175.195143030637
670,170.21,480,187.148175023641
671,156.03,480,181.148175023641
672,172.71,480,175.148175023641
673,170.81,480,169.40467651594
674,154.2,480,180.143144606352
675,182.15,480,176.263108808383
676,163.89,480,184.064956643858
677,151.84,480,184.144317162013
678,137.87,480,183.813636915881
679,179.36,479.597497484482,177.813636915881
680,160.86,480,182.761203938544
681,172.66,480,176.761203938544
682,181.11,473.388188691939,190.061073206653
683,149.77,480,184.061073206653
684,171.95,480,178.061073206653
685,176.31,480,173.673315408408
686,174.05,477.159511453745,174.542077618141
687,180.71,480,182.863705888782
688,152.75,480,176.863705888782
689,132.98,478.661581301942,183.020171646804
690,184.01,480,178.80577968507
691,149.92,480,184.855810674599
692,194.2,480,189.344663649068
693,187.65,480,186.016070500333
694,163.74,480,191.343947725818
695,164.91,480,185.343947725818
696,185.74,480,179.343947725818
697,165.7,480,186.5482212901
698,190.05,480,180.5482212901
699,168.45,479.077302862572,181.178733101983
700,165.95,480,175.178733101983
701,156.83,480,179.077801735965
702,171.88,480,174.675240293411
703,181,480,193.820875621694
704,177.78,480,187.820875621694
705,175.93,477.993958139272,184.158128721611
706,145.11,480,178.158128721611
707,180.35,480,187.472046524284
708,182.19,480,181.472046524284
709,189.37,474.949245039186,188.334242812172
710,179.95,480,190.972670173538
711,171.28,480,184.972670173538
712,199.79,480,190.867798335906
713,177.89,480,195.140017815972
714,189.72,480,189.140017815972
715,154.86,480,192.833673352732
716,180.38,480,186.833673352732
717,209.54,480,186.525830144222
718,178.53,480,180.525830144222
719,176.96,480,174.525830144222
720,172.22,480,191.654177394846
721,199.67,480,192.203192678317
722,181.14,480,186.730016788126
723,198.19,480,194.496094783143
724,211.15,480,188.496094783143
725,154.86,480,182.496094783143
726,177.5,480,184.791426241764
727,191.69,480,178.791426241764
728,163.08,480,172.791426241764
729,167.27,480,182.672124069667
730,190.7,480,191.3702302622
731,151.87,480,187.136732378142
732,170.9,480,185.412545817414
733,155.73,480,189.377590833064
734,196.35,480,185.96866416253
735,189.24,480,190.29227544903
736,190.66,480,191.388821720812
737,167.13,480,185.388821720812
738,172.08,480,194.16412518397
739,145.3,480,188.427697015148
740,192.46,480,190.242673092764
741,157.1,480,190.395359174011
742,165.66,480,194.437442211877
743,203.57,480,190.008321887204
744,194.67,480,189.390363372585
745,210.25,480,199.44364204334
746,212.98,480,195.167745805355
747,181.9,480,189.167745805355
748,171.62,480,191.480266420254
749,203.97,480,187.241040624338
750,191.85,480,184.220579910864
751,194.45,480,192.532368879268
752,203.45,480,196.764791272745
753,182.31,480,196.855231432684
754,156.36,480,190.855231432684
755,174.98,480,190.935389765339
756,193.5,480,185.337431257429
757,169.45,480,199.202310580685
758,206.5,480,199.599386118106
759,167.35,480,195.13751585185
